SEQ|Selection|Species|Author|Family|Genus|MatchType|Backbone|SID|scientificFinal|scientificNameAuthorship|taxonomicStatus|SynonymBackbone|SynonymSID|SpeciesWCUPS|MatchTypeWCUPS|BackboneWCUPS|SIDWCUPS
5967|GTS|Flacourtia jangomas|(Lour.) Raeusch.|Salicaceae|Flacourtia|direct|WFO|wfo-0000925661|Flacourtia jangomas|(Lour.) Raeusch.|ACCEPTED|""|""|Flacourtia jangomas|direct|WFO|wfo-0000925661
5968|GTS|Flacourtia latifolia|(Hook.f. & Thomson) T.Cooke|Salicaceae|Flacourtia|direct|WFO|wfo-0000925668|Flacourtia latifolia|(Hook.f. & Thomson) T.Cooke|ACCEPTED|""|""|Flacourtia latifolia|direct|WFO|wfo-0000925668
5969|GTS|Flacourtia rukam|Zoll. & Moritzi|Salicaceae|Flacourtia|direct|WFO|wfo-0000925703|Flacourtia rukam|Zoll. & Moritzi|ACCEPTED|""|""|Flacourtia rukam|direct|WFO|wfo-0000925703
5970|GTS|Flacourtia vogelii|Hook.f.|Salicaceae|Flacourtia|direct|WFO|wfo-0000925719|Flacourtia vogelii|Hook.f.|ACCEPTED|""|""|Flacourtia vogelii|direct|WFO|wfo-0000925719
5971|GTS|Flacourtia zippelii|Slooten|Salicaceae|Flacourtia|direct|WFO|wfo-0000925720|Flacourtia zippelii|Slooten|ACCEPTED|""|""|Flacourtia zippelii|direct|WFO|wfo-0000925720
5972|Top830plus|Flemingia macrophylla|(Top830)|Fabaceae|Flemingia|direct|WFO|wfo-0000194840|Flemingia macrophylla|(Willd.) Kuntze ex Merr.|ACCEPTED|""|""|Flemingia macrophylla|direct|WFO|wfo-0000194840
5973|Top830plus|Fleroya stipulosa|(Top830)|Rubiaceae|Fleroya|direct|WFO|wfo-0000808680|Fleroya stipulosa|(DC.) Y.F.Deng|ACCEPTED|""|""|Mitragyna stipulosa|direct via POWO|WFO|wfo-0000244944
5974|GTS|Flindersia acuminata|C.T.White|Rutaceae|Flindersia|direct|WFO|wfo-0000691368|Flindersia acuminata|C.T.White|ACCEPTED|""|""|Flindersia acuminata|direct|WFO|wfo-0000691368
5975|GTS|Flindersia amboinensis|Poir.|Rutaceae|Flindersia|direct|WFO|wfo-0000691369|Flindersia amboinensis|Poir.|ACCEPTED|""|""|Flindersia amboinensis|direct|WFO|wfo-0000691369
5976|GTS|Flindersia australis|R.Br.|Rutaceae|Flindersia|direct|WFO|wfo-0000691370|Flindersia australis|R.Br.|ACCEPTED|""|""|Flindersia australis|direct|WFO|wfo-0000691370
5977|GTS|Flindersia bennettii|F.Muell. ex C.Moore|Rutaceae|Flindersia|direct|WCVP|77222216-1|Flindersia bennettii|F.Muell. ex C.Moore|Accepted|""|""|Flindersia bennettiana|direct|WCVP|77222216-1
5978|GTS|Flindersia brayleyana|F.Muell.|Rutaceae|Flindersia|direct|WFO|wfo-0000691376|Flindersia brayleyana|F.Muell.|ACCEPTED|""|""|Flindersia brayleyana|direct|WFO|wfo-0000691376
5979|GTS|Flindersia ifflana|F.Muell.|Rutaceae|Flindersia|direct|WFO|wfo-0000691384|Flindersia ifflana|F.Muell.|ACCEPTED|""|""|Flindersia ifflana|direct|WFO|wfo-0000691384
5980|GTS|Flindersia laevicarpa|C.T.White|Rutaceae|Flindersia|direct|WFO|wfo-0000691387|Flindersia laevicarpa|C.T.White|ACCEPTED|""|""|Flindersia laevicarpa|direct|WFO|wfo-0000691387
5981|GTS|Flindersia maculosa|(Lindl.) Benth.|Rutaceae|Flindersia|direct|WFO|wfo-0000691392|Flindersia maculosa|(Lindl.) Benth.|ACCEPTED|""|""|Flindersia maculosa|direct|WFO|wfo-0000691392
5982|GTS|Flindersia pimenteliana|F.Muell.|Rutaceae|Flindersia|direct|WFO|wfo-0000691398|Flindersia pimenteliana|F.Muell.|ACCEPTED|""|""|Flindersia pimenteliana|direct|WFO|wfo-0000691398
5983|GTS|Flindersia schottiana|F.Muell.|Rutaceae|Flindersia|direct|WFO|wfo-0000691402|Flindersia schottiana|F.Muell.|ACCEPTED|""|""|Flindersia schottiana|direct|WFO|wfo-0000691402
5984|GTS|Flindersia xanthoxyla|(A.Cunn. ex Hook.) Domin|Rutaceae|Flindersia|direct|WFO|wfo-0000691410|Flindersia xanthoxyla|Domin|ACCEPTED|""|""|Flindersia xanthoxyla|direct|WFO|wfo-0000691410
5985|GTS|Floydia praealta|(F.Muell.) L.A.S.Johnson & B.G.Briggs|Proteaceae|Floydia|direct|WFO|wfo-0000691431|Floydia praealta|(F.Muell.) L.A.S.Johnson & B.G.Briggs|ACCEPTED|""|""|Floydia praealta|direct|WFO|wfo-0000691431
5986|GTS|Flueggea flexuosa|Müll.Arg.|Phyllanthaceae|Flueggea|direct|WFO|wfo-0000967220|Flueggea flexuosa|Müll.Arg.|ACCEPTED|""|""|Flueggea flexuosa|direct|WFO|wfo-0000967220
5987|GTS|Flueggea neowawraea|W.J.Hayden|Phyllanthaceae|Flueggea|direct|WFO|wfo-0000967236|Flueggea neowawraea|W.J.Hayden|ACCEPTED|""|""|Flueggea neowawraea|direct|WFO|wfo-0000967236
5988|GTS|Flueggea virosa|(Roxb. ex Willd.) Royle|Phyllanthaceae|Flueggea|direct|WFO|wfo-0000967255|Flueggea virosa|(Roxb. ex Willd.) Royle|ACCEPTED|""|""|Flueggea virosa|direct|WFO|wfo-0000967255
5989|GTS|Foetidia mauritiana|Lam.|Lecythidaceae|Foetidia|direct|WFO|wfo-0000967268|Foetidia mauritiana|Lam.|ACCEPTED|""|""|Foetidia mauritiana|direct|WFO|wfo-0000967268
5990|GTS|Foetidia rodriguesiana|F.Friedmann|Lecythidaceae|Foetidia|direct|WFO|wfo-0000775405|Foetidia rodriguesiana|F.Friedmann|ACCEPTED|""|""|Foetidia rodriguesiana|direct|WFO|wfo-0000775405
5991|GTS|Fokienia hodginsii|(Dunn) A.Henry & H H.Thomas|Cupressaceae|Fokienia|direct|WFO|wfo-0000691501|Fokienia hodginsii|A.Henry & H.H.Thomas|ACCEPTED|""|""|Fokienia hodginsii|direct|WFO|wfo-0000691501
5992|GTS|Fontainea pancheri|(Baill.) Heckel|Euphorbiaceae|Fontainea|direct|WFO|wfo-0000967277|Fontainea pancheri|Heckel|ACCEPTED|""|""|Fontainea pancheri|direct|WFO|wfo-0000967277
5993|GTS|Fordia albiflora|(Prain) Dasuki & Schot|Fabaceae|Fordia|direct|WFO|wfo-0000205454|Fordia albiflora|(Prain) Dasuki & Schot|ACCEPTED|""|""|Fordia albiflora|direct|WFO|wfo-0000205454
5994|GTS|Fordia splendidissima|(Blume ex Miq.) Buijsen|Fabaceae|Fordia|direct|WFO|wfo-0000206815|Fordia splendidissima|(Blume ex Miq.) Buijsen|ACCEPTED|""|""|Fordia splendidissima|direct|WFO|wfo-0000206815
5995|GTS|Forestiera acuminata|(Michx.) Poir.|Oleaceae|Forestiera|direct|WFO|wfo-0000832113|Forestiera acuminata|(Michx.) Poir.|ACCEPTED|""|""|Forestiera acuminata|direct|WFO|wfo-0000832113
5996|GTS|Forestiera segregata|(Jacq.) Krug & Urb.|Oleaceae|Forestiera|direct|WFO|wfo-0000832165|Forestiera segregata|(Jacq.) Krug & Urb.|ACCEPTED|""|""|Forestiera segregata|direct|WFO|wfo-0000832165
5997|GTS|Fortunearia sinensis|Rehder & E.H.Wilson|Hamamelidaceae|Fortunearia|direct|WFO|wfo-0000691623|Fortunearia sinensis|Rehder & E.H.Wilson|ACCEPTED|""|""|Fortunearia sinensis|direct|WFO|wfo-0000691623
5998|GTS|Fortunella polyandra|(Ridl.) Yu.Tanaka|Rutaceae|Fortunella|direct|WFO|wfo-0000608283|Citrus swinglei|Burkill ex Harms|ACCEPTED|WFO|wfo-0000691629|Citrus swinglei|direct|WFO|wfo-0000608283
5999|GTS|Fouquieria diguetii|(Tiegh.) I.M.Johnst.|Fouquieriaceae|Fouquieria|direct|WFO|wfo-0000691655|Fouquieria diguetii|I.M.Johnst.|ACCEPTED|""|""|Fouquieria diguetii|direct|WFO|wfo-0000691655
6000|GTS|Fouquieria fasciculata|(Willd. ex Roem. & Schult.) Nash|Fouquieriaceae|Fouquieria|direct|WFO|wfo-0000691657|Fouquieria fasciculata|Nash|ACCEPTED|""|""|Fouquieria fasciculata|direct|WFO|wfo-0000691657
6001|GTS|Fouquieria formosa|Kunth|Fouquieriaceae|Fouquieria|direct|WFO|wfo-0000691658|Fouquieria formosa|Kunth|ACCEPTED|""|""|Fouquieria formosa|direct|WFO|wfo-0000691658
6002|GTS|Frangula alnus|Mill.|Rhamnaceae|Frangula|direct|WFO|wfo-0000691852|Frangula alnus|Mill.|ACCEPTED|""|""|Frangula alnus|direct|WFO|wfo-0000691852
6003|GTS|Frangula betulifolia|(Greene) Grubov|Rhamnaceae|Frangula|direct|WFO|wfo-0000691868|Frangula betulifolia|(Greene) Grubov|ACCEPTED|""|""|Frangula betulifolia|direct|WFO|wfo-0000691868
6004|GTS|Frangula californica|(Eschsch.) A.Gray|Rhamnaceae|Frangula|direct|WFO|wfo-0000691873|Frangula californica|(Eschsch.) A.Gray|ACCEPTED|""|""|Frangula californica|direct|WFO|wfo-0000691873
6005|GTS|Frangula caroliniana|(Walter) A.Gray|Rhamnaceae|Frangula|direct|WFO|wfo-0000691882|Frangula caroliniana|A.Gray|ACCEPTED|""|""|Frangula caroliniana|direct|WFO|wfo-0000691882
6006|GTS|Frangula chimantensis|(Steyerm. & Maguire) A.Pool|Rhamnaceae|Frangula|direct|WFO|wfo-0000691895|Frangula goudotiana|(Triana) Grubov|ACCEPTED|WFO|wfo-0001338795|Frangula goudotiana|direct|WFO|wfo-0000691895
6007|GTS|Frangula crenata|(Siebold & Zucc.) Miq.|Rhamnaceae|Frangula|direct|WFO|wfo-0000691886|Frangula crenata|Miq.|ACCEPTED|""|""|Frangula crenata|direct|WFO|wfo-0000691886
6008|GTS|Frangula longipes|(Merr. & Chun) Grubov|Rhamnaceae|Frangula|direct|WFO|wfo-0000691902|Frangula longipes|(Merr. & Chun) Grubov|ACCEPTED|""|""|Frangula longipes|direct|WFO|wfo-0000691902
6009|GTS|Frangula pubescens|(Ruiz & Pav.) Grubov|Rhamnaceae|Frangula|direct|WFO|wfo-0000691924|Frangula pubescens|(Ruiz & Pav.) Grubov|ACCEPTED|""|""|Frangula pubescens|direct|WFO|wfo-0000691924
6010|GTS|Frangula purshiana|Cooper|Rhamnaceae|Frangula|direct|WFO|wfo-0000691925|Frangula purshiana|(DC.) A.Gray ex J.G.Cooper|ACCEPTED|""|""|Frangula purshiana|direct|WFO|wfo-0000691925
6011|GTS|Franklinia alatamaha|Marshall|Theaceae|Franklinia|direct|WFO|wfo-0000692148|Franklinia alatamaha|Marshall|ACCEPTED|""|""|Franklinia alatamaha|direct|WFO|wfo-0000692148
6012|GTS|Fraxinus albicans|Buckley|Oleaceae|Fraxinus|direct|WFO|wfo-0000832241|Fraxinus albicans|Buckley|ACCEPTED|""|""|Fraxinus albicans|direct|WFO|wfo-0000832241
6013|GTS|Fraxinus americana|L.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832243|Fraxinus americana|L.|ACCEPTED|""|""|Fraxinus americana|direct|WFO|wfo-0000832243
6014|GTS|Fraxinus angustifolia|Vahl|Oleaceae|Fraxinus|direct|WFO|wfo-0000832291|Fraxinus angustifolia|Vahl|ACCEPTED|""|""|Fraxinus angustifolia|direct|WFO|wfo-0000832291
6015|GTS|Fraxinus anomala|Torr. ex S.Watson|Oleaceae|Fraxinus|direct|WFO|wfo-0000832322|Fraxinus anomala|Torr. ex S.Watson|ACCEPTED|""|""|Fraxinus anomala|direct|WFO|wfo-0000832322
6016|GTS|Fraxinus berlandieriana|A.DC.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832344|Fraxinus berlandieriana|A.DC.|ACCEPTED|""|""|Fraxinus berlandieriana|direct|WFO|wfo-0000832344
6017|GTS|Fraxinus bungeana|A.DC.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832359|Fraxinus bungeana|A.DC.|ACCEPTED|""|""|Fraxinus bungeana|direct|WFO|wfo-0000832359
6018|GTS|Fraxinus caroliniana|Mill.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832374|Fraxinus caroliniana|Mill.|ACCEPTED|""|""|Fraxinus caroliniana|direct|WFO|wfo-0000832374
6019|GTS|Fraxinus chinensis|Roxb.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832398|Fraxinus chinensis|Roxb.|ACCEPTED|""|""|Fraxinus chinensis|direct|WFO|wfo-0000832398
6020|GTS|Fraxinus excelsior|L.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832453|Fraxinus excelsior|L.|ACCEPTED|""|""|Fraxinus excelsior|direct|WFO|wfo-0000832453
6021|GTS|Fraxinus floribunda|Wall.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832545|Fraxinus floribunda|Wall.|ACCEPTED|""|""|Fraxinus floribunda|direct|WFO|wfo-0000832545
6022|GTS|Fraxinus greggii|A.Gray|Oleaceae|Fraxinus|direct|WFO|wfo-0000832563|Fraxinus greggii|A.Gray|ACCEPTED|""|""|Fraxinus greggii|direct|WFO|wfo-0000832563
6023|GTS|Fraxinus griffithii|C.B.Clarke|Oleaceae|Fraxinus|direct|WFO|wfo-0000832569|Fraxinus griffithii|C.B.Clarke|ACCEPTED|""|""|Fraxinus griffithii|direct|WFO|wfo-0000832569
6024|GTS|Fraxinus latifolia|Benth.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832626|Fraxinus latifolia|Benth.|ACCEPTED|""|""|Fraxinus latifolia|direct|WFO|wfo-0000832626
6025|GTS|Fraxinus malacophylla|Hemsl.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832649|Fraxinus malacophylla|Hemsl.|ACCEPTED|""|""|Fraxinus malacophylla|direct|WFO|wfo-0000832649
6026|GTS|Fraxinus mandshurica|Rupr.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832653|Fraxinus mandshurica|Rupr.|ACCEPTED|""|""|Fraxinus mandshurica|direct|WFO|wfo-0000832653
6027|GTS|Fraxinus nigra|Marshall|Oleaceae|Fraxinus|direct|WFO|wfo-0000832682|Fraxinus nigra|Marshall|ACCEPTED|""|""|Fraxinus nigra|direct|WFO|wfo-0000832682
6028|GTS|Fraxinus ornus|L.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832712|Fraxinus ornus|L.|ACCEPTED|""|""|Fraxinus ornus|direct|WFO|wfo-0000832712
6029|GTS|Fraxinus pennsylvanica|Marshall|Oleaceae|Fraxinus|direct|WFO|wfo-0000832813|Fraxinus pennsylvanica|Marshall|ACCEPTED|""|""|Fraxinus pennsylvanica|direct|WFO|wfo-0000832813
6030|GTS|Fraxinus quadrangulata|Michx.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832888|Fraxinus quadrangulata|Michx.|ACCEPTED|""|""|Fraxinus quadrangulata|direct|WFO|wfo-0000832888
6031|GTS|Fraxinus sieboldiana|Blume|Oleaceae|Fraxinus|direct|WFO|wfo-0000832949|Fraxinus sieboldiana|Blume|ACCEPTED|""|""|Fraxinus sieboldiana|direct|WFO|wfo-0000832949
6032|GTS|Fraxinus stylosa|Lingelsh.|Oleaceae|Fraxinus|direct|WFO|wfo-0000832978|Fraxinus stylosa|Lingelsh.|ACCEPTED|""|""|Fraxinus stylosa|direct|WFO|wfo-0000832978
6033|GTS|Fraxinus uhdei|(Wenz.) Lingelsh.|Oleaceae|Fraxinus|direct|WFO|wfo-0000833009|Fraxinus uhdei|Lingelsh.|ACCEPTED|""|""|Fraxinus uhdei|direct|WFO|wfo-0000833009
6034|GTS|Fraxinus velutina|Torr.|Oleaceae|Fraxinus|direct|WFO|wfo-0000833017|Fraxinus velutina|Torr.|ACCEPTED|""|""|Fraxinus velutina|direct|WFO|wfo-0000833017
6035|GTS|Fremontodendron californicum|(Torr.) Coult.|Malvaceae|Fremontodendron|direct|WFO|wfo-0000692260|Fremontodendron californicum|(Torr.) Coult.|ACCEPTED|""|""|Fremontodendron californicum|direct|WFO|wfo-0000692260
6036|GTS|Fremontodendron mexicanum|Davidson|Malvaceae|Fremontodendron|direct|WFO|wfo-0000692269|Fremontodendron mexicanum|Davidson|ACCEPTED|""|""|Fremontodendron mexicanum|direct|WFO|wfo-0000692269
6037|GTS|Freziera undulata|(Sw.) Sw. ex Willd.|Pentaphylacaceae|Freziera|direct|WFO|wfo-0000692440|Freziera undulata|(Sw.) Sw. ex Willd.|ACCEPTED|""|""|Freziera undulata|direct|WFO|wfo-0000692440
6038|GTS|Fuchsia arborescens|Sims|Onagraceae|Fuchsia|direct|WFO|wfo-0000692650|Fuchsia arborescens|Sims|ACCEPTED|""|""|Fuchsia arborescens|direct|WFO|wfo-0000692650
6039|GTS|Fuchsia boliviana|Carrière|Onagraceae|Fuchsia|direct|WFO|wfo-0000692665|Fuchsia boliviana|Carrière|ACCEPTED|""|""|Fuchsia boliviana|direct|WFO|wfo-0000692665
6040|GTS|Fuchsia excorticata|(G.Forst.) L.f.|Onagraceae|Fuchsia|direct|WFO|wfo-0000692719|Fuchsia excorticata|L.f.|ACCEPTED|""|""|Fuchsia excorticata|direct|WFO|wfo-0000692719
6041|GTS|Fuchsia regia|(Vand. ex Vell.) Munz|Onagraceae|Fuchsia|direct|WFO|wfo-0000692875|Fuchsia regia|(Vand. ex Vell.) Munz|ACCEPTED|""|""|Fuchsia regia|direct|WFO|wfo-0000692875
6042|GTS|Funtumia africana|(Benth.) Stapf|Apocynaceae|Funtumia|direct|WFO|wfo-0000967500|Funtumia africana|(Benth.) Stapf|ACCEPTED|""|""|Funtumia africana|direct|WFO|wfo-0000967500
6043|GTS|Funtumia elastica|(Preuss) Stapf|Apocynaceae|Funtumia|direct|WFO|wfo-0000967502|Funtumia elastica|(P.Preuss) Stapf|ACCEPTED|""|""|Funtumia elastica|direct|WFO|wfo-0000967502
6044|GTS|Furcraea longaeva|Karw. & Zucc.|Asparagaceae|Furcraea|direct|WFO|wfo-0000768275|Furcraea longaeva|Karw. & Zucc.|ACCEPTED|""|""|Furcraea longaeva|direct|WFO|wfo-0000768275
6045|GTS|Furcraea parmentieri|(Roezl) García-Mend.|Asparagaceae|Furcraea|direct|WFO|wfo-0000768285|Furcraea parmentieri|(Roezl) García-Mend.|ACCEPTED|""|""|Furcraea parmentieri|direct|WFO|wfo-0000768285
6046|GTS|Gaertnera cooperi|Hutch. & M.B.Moss|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967556|Gaertnera cooperi|Hutch. & M.B.Moss|ACCEPTED|""|""|Gaertnera cooperi|direct|WFO|wfo-0000967556
6047|GTS|Gaertnera liberiensis|E.M.A.Petit|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967598|Gaertnera liberiensis|E.M.A.Petit|ACCEPTED|""|""|Gaertnera liberiensis|direct|WFO|wfo-0000967598
6048|GTS|Gaertnera paniculata|Benth.|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967623|Gaertnera paniculata|Benth.|ACCEPTED|""|""|Gaertnera paniculata|direct|WFO|wfo-0000967623
6049|GTS|Gaertnera psychotrioides|(DC.) Baker|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967634|Gaertnera psychotrioides|Baker|ACCEPTED|""|""|Gaertnera psychotrioides|direct|WFO|wfo-0000967634
6050|GTS|Gaertnera vaginans|(DC.) Merr.|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967667|Gaertnera vaginans|Merr.|ACCEPTED|""|""|Gaertnera vaginans|direct|WFO|wfo-0000967667
6051|GTS|Gaertnera vaginata|Poir.|Rubiaceae|Gaertnera|direct|WFO|wfo-0000967672|Gaertnera vaginata|Lam.|ACCEPTED|""|""|Gaertnera vaginata|direct|WFO|wfo-0000967672
6052|GTS|Gagnebina commersoniana|(Baill.) R.Vig.|Fabaceae|Gagnebina|direct|WFO|wfo-0000193431|Gagnebina commersoniana|(Baill.) R.Vig.|ACCEPTED|""|""|Gagnebina commersoniana|direct|WFO|wfo-0000193431
6053|GTS|Gaiadendron punctatum|(Ruiz & Pav.) G.Don|Loranthaceae|Gaiadendron|direct|WFO|wfo-0000693629|Gaiadendron punctatum|G.Don|ACCEPTED|""|""|Gaiadendron punctatum|direct|WFO|wfo-0000693629
6054|GTS|Galbulimima belgraveana|(F.Muell.) Sprague|Himantandraceae|Galbulimima|direct|WFO|wfo-0000428054|Galbulimima belgraveana|Sprague|ACCEPTED|""|""|Galbulimima belgraveana|direct|WFO|wfo-0000428054
6055|GTS|Galearia celebica|Koord.|Pandaceae|Galearia|direct|WFO|wfo-0000967822|Galearia celebica|Koord.|ACCEPTED|""|""|Galearia celebica|direct|WFO|wfo-0000967822
6056|GTS|Galearia filiformis|(Blume) Boerl.|Pandaceae|Galearia|direct|WFO|wfo-0000967828|Galearia filiformis|Boerl.|ACCEPTED|""|""|Galearia filiformis|direct|WFO|wfo-0000967828
6057|GTS|Galearia fulva|(Tul.) Miq.|Pandaceae|Galearia|direct|WFO|wfo-0000967830|Galearia fulva|Miq.|ACCEPTED|""|""|Galearia fulva|direct|WFO|wfo-0000967830
6058|GTS|Galiniera saxifraga|(Hochst.) Bridson|Rubiaceae|Galiniera|direct|WFO|wfo-0000968178|Galiniera saxifraga|(A.Rich.) Bridson|ACCEPTED|""|""|Galiniera saxifraga|direct|WFO|wfo-0000968178
6059|GTS|Gallesia integrifolia|(Spreng.) Harms|Phytolaccaceae|Gallesia|direct|WFO|wfo-0000693929|Gallesia integrifolia|(Spreng.) Harms|ACCEPTED|""|""|Gallesia integrifolia|direct|WFO|wfo-0000693929
6060|GTS|Galpinia transvaalica|N.E.Br.|Lythraceae|Galpinia|direct|WFO|wfo-0000694011|Galpinia transvaalica|N.E.Br.|ACCEPTED|""|""|Galpinia transvaalica|direct|WFO|wfo-0000694011
6061|GTS|Gambeya africana|(A.DC.) Pierre|Sapotaceae|Gambeya|direct|WFO|wfo-0000970690|Gambeya africana|Pierre|ACCEPTED|""|""|Gambeya africana|direct|WFO|wfo-0000970690
6062|GTS|Gambeya albida|(G.Don) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970691|Gambeya albida|(G.Don) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya albida|direct|WFO|wfo-0000970691
6063|GTS|Gambeya beguei|(Aubrév. & Pellegr.) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970693|Gambeya beguei|(Aubrév. & Pellegr.) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya beguei|direct|WFO|wfo-0000970693
6064|GTS|Gambeya boiviniana|Pierre|Sapotaceae|Gambeya|direct|WFO|wfo-0000970694|Gambeya boiviniana|Pierre|ACCEPTED|""|""|Gambeya boiviniana|direct|WFO|wfo-0000970694
6065|GTS|Gambeya gorungosana|(Engl.) Liben|Sapotaceae|Gambeya|direct|WFO|wfo-0000970702|Gambeya gorungosana|(Engl.) Liben|ACCEPTED|""|""|Gambeya gorungosana|direct|WFO|wfo-0000970702
6066|GTS|Gambeya lacourtiana|(De Wild.) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970704|Gambeya lacourtiana|(De Wild.) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya lacourtiana|direct|WFO|wfo-0000970704
6067|GTS|Gambeya lungi|(De Wild.) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970705|Gambeya lungi|(De Wild.) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya lungi|direct|WFO|wfo-0000970705
6068|GTS|Gambeya perpulchra|(Mildbr. ex Hutch. & Dalziel) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970711|Gambeya perpulchra|(Mildbr. ex Hutch. & Dalziel) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya perpulchra|direct|WFO|wfo-0000970711
6069|GTS|Gambeya prunifolia|(Baker) Aubrév. & Pellegr.|Sapotaceae|Gambeya|direct|WFO|wfo-0000970712|Gambeya prunifolia|(Baker) Aubrév. & Pellegr.|ACCEPTED|""|""|Gambeya prunifolia|direct|WFO|wfo-0000970712
6070|GTS|Gambeya subnuda|(Baker) Pierre|Sapotaceae|Gambeya|direct|WFO|wfo-0000970713|Gambeya subnuda|Pierre|ACCEPTED|""|""|Gambeya subnuda|direct|WFO|wfo-0000970713
6071|GTS|Gamblea ciliata|C.B.Clarke|Araliaceae|Gamblea|direct|WFO|wfo-0000970716|Gamblea ciliata|C.B.Clarke|ACCEPTED|""|""|Gamblea ciliata|direct|WFO|wfo-0000970716
6072|GTS|Ganophyllum falcatum|Blume|Sapindaceae|Ganophyllum|direct|WFO|wfo-0000694102|Ganophyllum falcatum|Blume|ACCEPTED|""|""|Ganophyllum falcatum|direct|WFO|wfo-0000694102
6073|GTS|Ganophyllum giganteum|(A.Chev.) Hauman|Sapindaceae|Ganophyllum|direct|WFO|wfo-0000694103|Ganophyllum giganteum|(A.Chev.) Hauman|ACCEPTED|""|""|Ganophyllum giganteum|direct|WFO|wfo-0000694103
6074|GTS|Garcia nutans|Vahl ex Rohr|Euphorbiaceae|Garcia|direct|WFO|wfo-0000970777|Garcia nutans|Rohr|ACCEPTED|""|""|Garcia nutans|direct|WFO|wfo-0000970777
6075|GTS|Garcinia afzelii|Engl.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694117|Garcinia afzelii|Engl.|ACCEPTED|""|""|Garcinia afzelii|direct|WFO|wfo-0000694117
6076|GTS|Garcinia amboinensis|Spreng.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694122|Garcinia amboinensis|Spreng.|ACCEPTED|""|""|Garcinia amboinensis|direct|WFO|wfo-0000694122
6077|GTS|Garcinia amplexicaulis|Vieill. ex Pierre|Clusiaceae|Garcinia|direct|WFO|wfo-0000694123|Garcinia amplexicaulis|Vieill. ex Pierre|ACCEPTED|""|""|Garcinia amplexicaulis|direct|WFO|wfo-0000694123
6078|GTS|Garcinia archboldiana|A.C.Sm.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694136|Garcinia archboldiana|A.C.Sm.|ACCEPTED|""|""|Garcinia archboldiana|direct|WFO|wfo-0000694136
6079|GTS|Garcinia assugu|Lauterb.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694140|Garcinia assugu|Lauterb.|ACCEPTED|""|""|Garcinia assugu|direct|WFO|wfo-0000694140
6080|GTS|Garcinia atroviridis|Griff. ex T.Anderson|Clusiaceae|Garcinia|direct|WFO|wfo-0000694142|Garcinia atroviridis|Griff. ex T.Anderson|ACCEPTED|""|""|Garcinia atroviridis|direct|WFO|wfo-0000694142
6081|GTS|Garcinia bancana|Miq.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694153|Garcinia bancana|Miq.|ACCEPTED|""|""|Garcinia bancana|direct|WFO|wfo-0000694153
6082|GTS|Garcinia benthamiana|(Planch. & Triana) Pipoly|Clusiaceae|Garcinia|direct|WFO|wfo-0000743916|Garcinia benthamiana|(Planch. & Triana) Pipoly|ACCEPTED|""|""|Garcinia benthamiana|direct|WFO|wfo-0000743916
6083|GTS|Garcinia binucao|(Blanco) Choisy|Clusiaceae|Garcinia|direct|WFO|wfo-0000694169|Garcinia binucao|Choisy|ACCEPTED|""|""|Garcinia binucao|direct|WFO|wfo-0000694169
6084|GTS|Garcinia brasiliensis|Mart.|Clusiaceae|Garcinia|direct|WFO|wfo-0000694180|Garcinia brasiliensis|Mart.|ACCEPTED|""|""|Garcinia brasiliensis|direct|WFO|wfo-0000694180
